packageName,title,descriptionHtml,
com.Bhavan.Galex,Modbus Monitor Advanced,"Android Modbus Master/Client and Slave/Server for phones and tablets. The Modbus Monitor utility is simple but have many advanced features unmatched even by PC based standards. This is the only Modbus App in the Android store with three Apps in one!!! (Modbus Master, Modbus Server, and Sensors Server in Modbus TCP). &gt; Modbus Channels: Bluetooth, Ethernet, Wi-Fi, RS232/485 USB Serial ports (check compatibility below)&gt; Protocols: Modbus TCP, Enron/Daniels TCP, Modbus RTU over TCP, Modbus UDP, Modbus RTU over UDP, Modbus TCP Slave/Server, Modbus RTU, Modbus Serial ASCII &gt; Sensor Server: Read your phone&#39;s sensors (Gyro, GPS, *Cell Phone Tower, etc.) remotely with built-in Modbus Sensor Server&gt; IoT D2C to Google Sheets: Use phone sensor (or any polled data) and log values straight into your private Google Spreadsheet in the cloud!!! Same Google Sheet can be used to centrally log values from different mobile devices into one Google Sheet (one file in cloud). &gt; Import/Export: Export values as to CSV file every second, minutes, or hours. Export configuration data via email.&gt; Languages: German, Spanish, French, Italian, Japanese, Polish, Russian, and Chinese &gt; Modbus Functions: FC1, FC2, FC3, FC4, FC5, FC6, FC15, FC16, Write Auto Pick&gt; Allows &quot;Simple&quot; (6 digit Input) or &quot;Advanced&quot; (full modbus) input modes&gt; *Simple push to write feature that allows writing pre-set value at the push&gt; *Convert Modbus Integer Values to Text (Coded Message or Status Converter)&gt; Data Conversion: Unsigned, Signed, Hex, Binary, Long, Double, Float, String, BCD formats, Unix Epoch Time, PLC Scaling (Bipolar/Unipolar Analog ADC value conversion)&gt; Pro Tuning Options: Interval, Inter-Packet Delay, Link-Timeout, Actual RX/TX Counts&gt; Bluetooth Requirement1. Your device must have Bluetooth Radio that supports SPP profile (RFCOMM Secure or Insecure)2. See &quot;ModbusMonitor.com&quot; or email help@modbusmonitor.com for help3.See below for hardware requirements&gt; USB-to-Serial Port Requirement, USB OTG Serial Ports&gt;&gt; RS232/422/RS485Your device must meet all of the THREE requirements.1. Your device must be Android version 3.2 or newer2. Your device must support USB Host or OTG interface3. Your USB-to-Serial Port dongle must contain one of following chipsets: &gt;FTDI [FT230X, FT231X, FT234XD, FT232R, or FT232H], Prolific [PL2303HXD, PL2303EA, or PL2303RA], SiLab [CP210x], QinHeng CH34x 4. RS485: Tested with &quot;no echo&quot; setting turned ON. More: www.modbusmonitor/guide/serialport&gt; Feedbackwww.ModbusMonitor.com contains online form in Feeback section for those who are interested providing constructive feedback or feature request. &gt; Help- www.modbusmonitor.com/help- email: help@modbusmonitor.com",
com.blastlystudios.acremotecontrol.ac.universal.remote,AC Remote Control,"Imagine being able to use your smartphone or tablet to control air conditioners. Our Universal Air Conditioner Remote Control app offers a new method to control your air condition. Tired of having to search for your physical air conditioner remote control every time you need it? What if your physical remote somehow disappeared or didn&#39;t work properly? What if your home has several different types of air conditioners installed? Do you need to buy several air conditioner remote controls?You can stop worrying about all these problems by downloading our air conditioner remote control app. In fact, you can get rid of your classic air conditioner remote control from now on, because our app gives you everything you need to control almost any air conditioner in the world today.With the help of our app, you can control air conditioners anywhere within a few seconds. This air conditioner remote control allows you to manage a variety of air conditioning devices from various brands. All you need to do is choose the brand that meets your requirements, test it, and then configure it to your preferences so that you can easily distinguish it from other devices. In particular, almost all air conditioner brands in the world are supported by our universal ac remote control app. Download this application and enjoy the air conditioner remote now, we guarantee that it will make your life much easier.Characteristics: Universal ac remote control smart IR Blaster for air condition One For All Air Conditioner Control, control multiple air conditioner devices with a single multi remote control application Control Air Conditioning anywhere with just a few touches air remote Get the temperature you want, change the operating mode, turn on/off, set the timer, adjust the speed of the ac fan, etc.How to use:1. Add the air condition brand you want to control2. Press the test button to check if the air condition remote is working properly3. Set up your ir smart remote air conditioner remote controller4. The configured controller is ready to use and is now visible on the home screen when you open the unremote appCompatible Brands: Samsung Panasonic LG Mitsubishi Lloyd Onida Haier Sanyo Kenwood Green Aux Green electric Daikin midea sharp TCL Toshiba Bluestar Bosch Carrier Electrolux Friedrich Fujitsu General Electric GE Godrej Hisense Hitachi Hyundai NEO O-General Olympia-Splendid Osaka Pioneer sansui Siemens Singer Trane Uni-airSo what are you waiting for? Download our universal air conditioner remote control app now and enjoy full control of your air conditioner from the comfort of your smartphone or tablet. No more searching for physical remotes or having to deal with multiple remotes for different air conditioning devices. With our multi-remote app, you can control them all! Download now and experience the smartest, easiest and most convenient air conditioning remote control you&#39;ve ever used.REQUIREMENT: In order to control your air conditioner from your phone requires IR Blaster, please make sure your mobile phone supports Infrared (IR) emitter.?? DISCLAIMER:Universal Air Conditioner Remote Control is not an official universal air conditioner remote control product and is not affiliated with the above brands in any way.",
com.COOLINGAC.REMOTE,VOLTAS Ac Remote Control,"AC Remote control for All built-in IR based Air Conditioner tool. now control your AC with AC Remote for all. so control your Air Conditioner with AC Remote Control. universal AC Remote - AC Remote Control For All is amazing app to have ac remote for the Air conditioners. Use this All AC Remote control and operate your AC at home using your smart phone as a AC remote for fun.Functions you can use using AC Remote Control tool is Toggle swing ac, Turn on/off ac remote. Change fan speed auto ac remote, low and high ac remote mode. you can change the room temperature using all ac remote app. you can also change AC remote operation mode - auto, cool mode and fan, Eco mode, Dry Ac Mode and Turbo Mode.Smart, Universal AC remote solution to all your AC remote problems. Never worry about replacements. Never run out of batteries. Never lose your remote. Control your AC from Anywhere. single most common complaint of air conditioner owners, using an AC remote control.An important consideration here is that, it is not necessary that all the modes that are present on a universal air conditioner remote control will work with your AC. Some AC models may not have the capability to run every mode that may be present on your universal remote. This Ac remote app will help you to control your old or new universal remote to operate your air conditioner.You will definitely find your option from the list: Panasonic Samsung Mitsubishi Lloyd Onida Haier Sanyo LG Kenwood Gree Aux Daikin Midea Sharp TCL Toshiba Bluestar Bosch Carrier Daewoo Electrolux Friedrich Fujitsu General Electric GE Godrej Hisense Hitachi Hyundai National NEC NEO O-General Olimpia-Splendid Osaka Pioneer Premium Sansui Siemens Singer Trane Uni-air Videocon Voltas Westinghouse Whirlpool York and many others.Lost your AC remote controller? No problem: Download our universal application right now, install and open it.",
com.digitalbarriers.viewer,EdgeVis Client,EdgeVis Client is the new front end application from Digital Barriers. It allows connection to an EdgeVis Server for monitoring of Video and alarms.EdgeVis Client only works in combination with the other components of the EdgeVis system. New in this version:- Receive alerts from the new Central Alarm Management feature (only supported on EdgeVis Server 6.5+). Users connecting to an older EdgeVis Server will no longer be able to receive alarm events.- Support for mobile push notifications from EdgeVis Server for alertsFor full release notes and information refer to the Digital Barriers support siteThe EdgeVis Client is able to:- View multiple video streams on the same screen- Display incoming alerts from remote assets- Show location of assets on a map- Using a tabbed screen to allow multiple activities to be opened at the same time- Store most used activities for quick retrievalWhen connected to an encoder the user can:- View the video and audio- Control the remote cameras PTZ- Use the Virtual PTZ capability- Switch the input- Access the remote archive- Utilise the Full-resolution retrieval feature,
com.facsocubac.df1polling,DF1 Polling,"DF1 Polling allows easy connection to Rockwell Automation PLCs with RS232 communication port (such as MicroLogix or SLC) to read and write data to/from Integer (N), Float (F), Long (L) and Binary (B) data files. DF1 Polling connects to the PLC via a standard Bluetooth adapter. DF1 Polling supports the following DF1 functions:* Monitor PLC data from your smartphone.* Requires a Bluetooth serial adapter connected to the serial port of your PLC.* Allows to exchange data with PLC Data Files such as N7, F8, L9, B3, etc.* Supports the following DF1 functions:*** Protected Typed Logical Read with Three Address Fields (CMD 0F, FNC A2) *** Protected Typed Logical Write with Three Address Fields (CMD 0F, FNC AA)*** Protected Typed Logical Write with Mask (CMD 0F, FNC AB)",
com.honeywell40u2005tpro.hone,honeywell pro Guide,"Honeywell TH4110U2005U T4 Pro setup and setup guide explaining the applicationCheck out how to install the Honeywell TH4110U2005U T4 Pro Regulator. Through the application, you can easily watch the review video through the Honeywell TH4110U2005U T4 Pro application.Product Features: Honeywell Home RTH2300B 5-2 Day Programmable ThermostatCountry Of Origin: United StatesModel Number: TH4110U2005/UItem Package Dimension: 6.49999999337&quot; L x 5.0999999994798&quot; W x 2.299999997654&quot; HItem Package Weight: 13.8 ozThe application is based on the Honeywell Connect Mobile guideAbout Search by Honeywell TH4110U2005U T4 Pr is one of your most important devices for small and medium business. Setup includes: gates, thermostats, wireless in/out, and remote sensorsThe display panel is backlit with an intuitive interface for one-touch access to setpoint temperature.Precise temperature control of +/- 1 degree Fahrenheit.Separate programs for the weekdays and weekends with 4 program periods per day including wake, leave, arrive and sleep.Easy to install yourself and works with many heating/cooling systems, plus heat pumps without auxiliary heat. .....- honeywell th4110u2005 t4 pro programmable thermostat- honeywell th4110u2005/u t4 pro manual- honeywell th4110u2005/u t4 pro- honeywell th4110u2005/u t4 pro programmable thermostat- honeywell th4110u2005u t4 pr adapter- honeywell th4110u2005u t4 pr agency- honeywell th4110u2005u t4 pr at partners- th4110u2005 honeywell review- th4110u2005/u t4 pro guide- th4110u2005 pdf guideEvacuation response:The application has a quick review and we are not entitled to any ownership rights to the product unless you know where you can learn about the application when you download it, this application was created by our team, these images and names are not endorsed by any of the respective owners and the images are used for cosmetic and explanation purposes only , and we do not mean any violation of google play standards nor also the manufacturer, We just make the app simply by knowing only copyright infringement does not mean the app is an unofficial fan based on educational and lifestyle app",
com.jens.smartlink,SmartLink Control,"Diese Applikation dient zur Steuerung des Coldewey Servers IB101, welcher für die Nutzung unbedingt erforderlich ist!Primäres Einsatzgebiet ist die Gebäudeautomation. Der Server IB101 vernetzt verschiedene, in der Gebäudeautomation übliche Bussysteme und stellt Komfortfunktionen zu Verfügung. SmartLink Control ist die mobile Visualisierung für dieses System, das unter Anderem mit KNX, LON, Beckhoff SPS, Honeywell und Sonax Alarmanlagen, Crestron und DMX kommuniziert. Weiterhin stehen frei konfigurierbare Szenen, eine Zeitschaltuhr und eine Anwesenheitssimulation zur Verfügung. Eine Steuerung für Mediengeräte, die über RS232 oder Netzwerk gesteuert werden können, ist ebenfalls vorhanden.",
com.open.openmoney,Open Money: Business Banking Simplified,"Has managing business finances been driving you up the wall? Do you have to switch between running your business &amp; donning many hats - that of an accountant or financial advisor? Whether youre an established business, or youre just starting out on your journey - were here to back you up. At Open, we&#39;re on a mission to deliver a truly seamless business banking experience. With a business current account at the heart of our offerings, weve got it all covered from invoicing to international payments and corporate cards to help freelancers, SMEs and startups manage their finances like a boss.Solutions designed for the new-age business ? Business Current Account: Apply for a business current account in minutes and access a unified dashboard that comes integrated with invoicing, accounting &amp; expense management.? Feature-rich payment gateway: Opens payment gateway is designed to give your customers the smoothest checkout experience and drive in maximum conversions.? Quick Collection: Create GST-Compliant invoices with multiple payment options and get paid faster.? Manage Multiple Bank Accounts: Easily link all your existing accounts from 60+ banks and view statements, balances and all that matters on a single dashboard.? Automated Bookkeeping Engine: Auto-reconcile payments &amp; create accounting reports on-the-go.? Collect international payments: Sign up and collect payments from global clients in your bank account - in just 48 hours.? VISA Debit Cards for Your Employees: Hand your team expense cards, set limits, track business expenses and enjoy a best-in-class expense management solution.? Founder One Card: Power through your vendor payments and business expenses with Asias first VISA credit card thats built exclusively for founders and business owners.? Exclusive Reward Program: Bespoke rewards program crafted for your business.Enjoy unparalleled rewards on services that businesses swear by.Open is a perfect fit for companies of all shapes and sizes For FreelancersEnjoy quick international payments, an exclusive credit card, GST-Compliant invoicing and more with Opens business current account.For StartupsA programmable API driven bank account that comes integrated with tools for invoicing, accounting and corporate VISA cards for expense management.For Small and Medium BusinessesReign in managing your finances with swift bulk payouts, accounts payable &amp; receivable automation and ace at expense management with VISA business cards.Launched in 2017, Open is Asias first neobanking platform that helps SMEs and startups to automate business payments, banking and accounting in one place. Open offers a unified interface with integrated features like a payment gateway, smart invoicing, automated accounting, reconciliation tools, and VISA business cards for expense management.Currently, Open is serving more than 450,000+ SMEs and processing US $10 billion in transactions annually. The platform onboards 45,000 new SMEs and startups every month. Open recently raised a Series B funding of US $30 million led by Tiger Global, Tanglin Venture Partners Advisors and existing investors 3one4 Capital, Speedinvest and BetterCapital AngelList Syndicate. Open has been featured among the Top 60 fintechs disrupting the traditional consumer and commercial banking segment by CB Insights and has also made it to the 2019 #Fintech100 report, of leading global fintech innovators by KPMG &amp; H2 Ventures. Come and say hello on social media Facebook: https://www.facebook.com/BankWithOpen/LinkedIn: https://www.linkedin.com/company/bankwithopen/Twitter: https://twitter.com/BankWithOpen/Instagram: https://www.instagram.com/BankWithOpen/",
com.piscadaBAS.androidApp,Piscada BAS,"Piscada BAS er en fleksibel totalløsning for styring og overvåkning av bygg. Systemets dynamiske arkitektur bygger på åpne kommunikasjonsprotokoller og grensesnitt som ikke låser kunden inne i proprietære systemer. Bacnet, ModbusTCP, ModbusRTU, M-Bus, FINS UDP og OPC UA er alle støttet i Piscada BAS.Piscada BAS er bygd på Piscadas nye generiske industriplattform som benyttes innen akvakultur, vannrensing, på skip og i løsninger for velferdsteknologi.",
com.powerlogix.evcsUser,Powerlogix - EV Charging,"Powerlogix Electro Systems Private Limited (PES) is a company founded in the year 2017 with a diversified product base. We manufacture, design and develop control equipment specific for the machine and cater to their bulk requirements from our state of the art manufacturing plants- covering all stages of Conceptualisation to design to fabrication.PES spends close to 20% of its revenues on Research, Design and Development Services.PES believes in teamwork and knowledge sharing- its foundation is based on these. It is a company which is customer-oriented and contended to deliver the product &amp; services on time. PES has been upgrading its product base and that is why it is the major service provider to the government sectors. Our products offering includes microprocessor-based UPS and Electric Vehicle Chargers.PES offers you a wide range of products from its diversified product range manufactured to global quality standards at ISO certified plants:Electric Vehicle (EV) Chargers.Battery Swapping Stations.With a strong service presence through service engineers all over India, Powerlogix Electro Systems Private Limited has created a strong customer base in Educational Infrastructure, Medical Infrastructure, Telecommunication and various other Government organisations in setting up their Infrastructure.ACHIEVEMENTSGot the Recognition of Startup from DIPP, Government of India on 14/01/2019. Got the Recognition of Startup from the Government of Uttar Pradesh on 16/05/2020.  EV DIVISION:We are developing Electric Vehicle Charging Infrastructure to help EV drivers roam anywhere without any range anxiety.Electric Vehicles are the best solution to curb pollution as well as help to reduce the country&#39;s fuel import bill.We drive sustainable mobility by providing smart and scalable charging infrastructure and charging management software to electric vehicles around the world. We help businesses and cities contribute to a future where everyday transport is emission-free.Founded in 2017, we stepped onto the scene when the market for electric vehicles was still in its infancy. Our founder predicted that demand for charging infrastructure would skyrocket and set their sights on a clear concept: a fully modular charging station thats easy to use and user friendly.Electric mobility is the smart choice. We make it the easy one, too. Since 2017, weve focused on offering the best electric vehicle (EV) charging experience for everyone involved in the shift to electric mobility. Heres how we do itand why we wont stop. EV charging is all we do, and we do it all!Passenger cars, delivery vehicles, buses, 2 wheelers and morewe charge any EV, anywhere it goes. Weve built a fully integrated portfolio of hardware, cloud services and support with the best technology in the industry.All hardware is CE certified for safetyOur mobile app and the home chargers have top ratingsWeve formed quality, reliability and test teams in-houseEV drivers around the world count on us for support, 24/7Growing patent portfolio.Powerlogix&#39;s for EV drivers!When we started, there werent any mainstream EVs to charge (yet). These days, we charge all of the models that are out on the streets. And we drive a lot of them ourselves, too. Because EV charging isn&#39;t just our business. Its our passion.We&#39;re 100% focused on EV charging and know it better than anyone elseOur solutions are designed and tested by people who drive electricThe entire Powerlogix leadership team drives electricWhy do we exist!We believe travel shouldn&#39;t damage the earthSo we&#39;re helping people adopt clean transport in their everyday livesWere doing this by building a network of smart EV charging points everywhere drivers need themWe welcome you to join this revolution (career@powerlogixtech.com)",
com.schneiderelectric.AugmentedOperator,Augmented Operator Advisor,"EcoStruxure Augmented Operator Advisor puts real-time information at your fingertips, whenever and wherever it is needed. The custom application improves operational efficiency with augmented reality enabling operators to superimpose the current data and virtual objects onto a cabinet, machine, or plant.As a machine builder, this offer gives you a competitive advantage by integrating functions that gather information on the use of your machine. For the end customer, the three main benefits are the following:- Increased efficiency of operations and maintenance by offering immediate access to relevant information in the field- Reduced time and cost of operations and maintenance by making process information available in real time on site outside the control room.- Reduced human errors by locating the right equipment and guiding operators step-by-step to complete maintenance procedures.EcoStruxure Augmented Operator Advisor main features:- An easy to use web tool to create your own projects- A Plug and Play architecture- A large choice of possible information to display - Programmable logic controller variables - Documentation as user manuals or electrical diagrams - Data from an SQL database - Images - Labels - Video- Procedures: set of instructions that must be performed correctly to achieve an action- Ergonomic access to the menus on the tablet by thumbs- User rights management- Projects protected by Login/Password- Multi-language projects support- Possibility to place notes (virtual post-it)For any support, please contact Schneider Electric.",
com.schneider.fp.carrier,Schneider FreightPower®,"Schneider FreightPower® Always delivering, always aheadThe Schneider FreightPower® carrier app gives you access to reliable freight from quality blue-chip shippers across the country backed by one of the most trusted names in transportation.Carrier owners, dispatchers and drivers can find, book and track truck loads instantly for free with this one stop app for both dispatchers and drivers. More than just a load board, we offer Book Now to book freight worth your time. Schneider FreightPower® has artificial intelligence technology backed with the human foundation of our reliable customer service, which differentiates us from other logistics and load board apps. It makes payment easier, more efficient, more reliable and provides unprecedented access to a vast network of shippers, backed by one of the most experienced and trusted carriers, Schneider.Schneider FreightPower® provides powerful features to help fuel your business. Personalized load recommendations o Matches of truck loads based on trucks posted, preferred lanes and favorite searches.o Never miss an opportunity to move more freight with previously watched truck loads and pending inbound capacity driving your personal load suggestions.Book loads instantly o Find truck loads at a trusted rate on the powerful, proprietary marketplace from Schneider and assign instantly with Book Now.o In business, time is money. No more bidding wars, no wasting time with long wait times or missing out on a perfect truck load. Book Now with Schneider FreightPower® Find and assign loads with ease o Search through the load board with advanced search options based on preferences like geo-fenced radius, truck type, lanes, pick-up or delivery destinations, and delivery dates. o Quickly save the loads of choice to view later with the Watch Loads option.o Have a birds eye view of all drivers and manage the fleet by assigning a driver to a truck load, adding or inviting drivers to the app, all in one place with single tap. My Loads allows you to execute your freight seamlesslyo Reduce wait time to receive load details, as the app provides detailed information on the location with satellite view. The user can view location details including reference information, service requirements, trailer numbers and appointments. o Sit back and let the driver drive. Spend your time focusing on business growth. Save time by reducing calls to the driver for tracking. Easily view drivers location during transit with the GPS based tracking system.o The app provides auto arrive and depart updates from a location to the dispatcher. It also provides estimated arrival time for the next stop using the Schneider ETAi technology.o Drivers get push notifications on their phone when a new truck load is assigned. Drivers can also accept and automatically track truck loads. Allowing the professional driver to focus on the road ahead.The Schneider FreightPower® app comes with the trust and reliability of Schneider that started as a carrier 85 years ago. We have a deep understanding of the business, and provide access to opportunities with one of the largest highest quality network trailer pools in North America. Schneider provides a regular trailer maintenance and repair program to move loads with confidence, builds relationships, and provide assistance with a personal approach throughout the user journey; finding a truck load to booking to complete tracking and delivery of loads.Take advantage of valuable Schneider programs and perks including roadside assistance, fuel discounts and more. Become a Schneider carrier and get ahead. Partner with one of the strongest sales force in the industry, get to work today so you can grow your business tomorrow.Questions, comments or concerns about the Schneider FreightPower® app or our services? Please call 800-558-6767. Rely on our 24/7/365 customer service.",
com.sensustech.acremotecontrol,Smart AC Remote - All AC Universal Remote Control,"Agree how it is cool if you can control almost all the equipment in the house with the help of one of your smartphones or tablets! Remote control of a TV, a robotic vacuum cleaner or other smart appliances is no longer a surprise, but what about universal remote control of an air conditioner (AC)? Try our application and we will change the way you think about this technique!Download our application based on Android right now and you can throw into the farthest box the standard remote controller from the air conditioner (AC), because our application is a new way to control your air conditioner. Use our app and forget about the classic remote control for your air conditioner.The main thing is to remember that in order for our program to work correctly on your smartphone or tablet, you must have a built-in IR blaster transmitter or an external IR port, as on a standard air conditioner control panel. Together with our application, you can:1) Turn your air conditioner on or off in general.2) Choose the desired operating mode and intensity: cold, warm or ventilation, ceiling fan, and so on.3) Adjust optimal temperature conditions.4) Establish a working schedule for all your air conditioners in the house, so this function is especially important if you need to manage more than one device in one room.5) Monitor the correct operation of the air conditioner and see an error code if it doesn&#39;t work correctly.What air conditioners is our application compatible with?You will definitely find your option from the list: Panasonic Samsung Mitsubishi Lloyd Onida Haier Sanyo LG Kenwood Gree Aux Daikin Midea Sharp TCL Toshiba Bluestar Bosch Carrier Daewoo Electrolux Friedrich Fujitsu General Electric GE Godrej Hisense Hitachi Hyundai National NEC NEO O-General Olimpia-Splendid Osaka Pioneer Premium Sansui Siemens Singer Trane Uni-air Videocon Voltas Westinghouse Whirlpool York and many others.Lost your AC remote controller? No problem: Download our universal application right now, install and open it. Choose your brand of AC from the list of available ones and connect to it. Wait a little while your smartphone or tablet connects to the air conditioner. Follow the short instructions from the app. A few minutes, and that&#39;s it, you can control the air conditioner from your gadget!What could be easier! Just a few minutes of setup and a universal remote control for your air conditioner is already in your pocket. Change the temperature, create a pleasant climate around you and enjoy the benefits of a smart life. And we will help you with this!",
com.simplyseesit.clx,CLX Tag Viewer,"Simple app for monitoring ControlLogix Tags on your Android device. Has the ability to connect to ControlLogix from from your local network, or from anywhere using our free cloud gateway. Works like a simple SCADA system, program various tags coming from ControlLogix plc over Ethernet. Quick and easy to set up.Connects to multiple ControlLogix processors. Monitors multiple Tags at once. LONG CLICK any tag location to bring up a customization window for that tag.Upload your settings to the Cloud and quickly transfer settings to another Android device.*** NEW *** This app can now be used to monitor logix tags from anywhere using our Cloud Server tool. Simply run the tool on a network computer that has access to both the plc and the internet, and the tags will automatically be available on your mobile device at all times. Swipe left in the App for details.Reads Float, Long, Integer, String and Boolean Tags. Customize the display of each Tag so it&#39;s easy to read. Also set decimal places for Floating Point feedbacks.Requires knowing the IP address of the ControlLogix processors and the slot number of the Ethernet interface. Works without RSLogix 5000, Factory Talk or RSLinx - no licensing involved.Great Industrial app for troubleshooting, displaying simple process data and bringing factory floor data into the hands of management. Cloud storage of settings allows quick setup of new devices by simply saving your settings to the cloud, enter the Unique Cloud ID of your device on another device and then download settings into that device.We greatly appreciate any feedback and look forward to any suggestions for improvement or customization. Please let us know if you encounter any problems, which we would be happy to address as quickly as possible.Compatibility designed for 1756 ControlLogix, 1756 GuardLogix, 1769 CompactLogix, 1769 Compact GuardLogix, 1789 SoftLogix, 5069 CompactLogix, Studio 5000 Logix Emulate, Logix5000, and some other RSLogix families.",
com.somapatrik.somatool,"Somatool
1.0.0","Somatool is a S7 PLC Data Reader app. Powerful tool that allows users to connect to Siemens S7 PLCs and read real-time data from them. Designed for industrial automation professionals, engineers and mainly maintenance teams, this app enables quick and easy access to data from S7 PLCs, making it easier to monitor, analyze, and optimize production processes.With Somatool app, you can connect to S7 PLCs using a wireless network. The app supports a wide range of Siemens S7 PLCs, including S7-300, S7-1200 and S7-1500 models. Users can configure the app to read data from number of tags, including inputs, outputs, merkers and data blocks. Data can be formated in several ways.As always: S7-300 can be read out of the box, however newer models can only be accessed from unoptimized block with full access protection level. You also need to allow GET/PUT. You know the drill.As a former member of a PLC maintenance team for a production company. I know about your struggle...don´t worry, you are not alone. By creating this app I hope to make it easier for the first wave of diagnosis to be quicker and done by more people. Unlike most of the alternatives, I strive to create a professional looking app. Please feel free to reach me with a feedback.DISCLAIMER:- This app is in a early development stage. DO NOT RELY on it and never use it in dangerous situation.- There will be errors.- Threat your data like they are expendables, they can be erased during development period.- Only basic feature is available. More will come in time.",
com.unitronics.remoteoperator,Unitronics Remote Operator,"The Remote Operator app enables you to remotely access your Unitronics controllers using your smartphone and tablet.- Remotely access Vision and Samba controllers via Internet or wireless LAN connection- Control and monitor automation and machines remotely- View operational conditions, Alarms, data, and Trends in real time- Full Control or View Only work mode selection- Pinch to zoom- Favorites and Groups- Shareable Configurations  send your Favorites and Groups to another deviceRequirements:Mobile device minimum OS version: Android 4.0+, API 14+  Supported Controllers:V350, V430, V700, V570, V1040, V1210, SM35, SM43, SM70InformationDeveloper/publisher: Unitronics (1989) (R&quot;G) LtdSupport: http://www.unitronics.com/supportView and Download the QuickStart Guide:http://www.unitronics.com/Unitronics_Apps/Unitronics_Remote_Operator_AppQuickStart.pdf *First-time Use1. Open Remote Operator.2. Create a Password, set up password recovery.3. Tap OK, the app opens an empty Favorites screen. **Adding PLCs to Favorites/GroupsTap + to add PLCS, configure controllers and communication channels. Enter:- PLC NicknameOptional. Must be unique. - PLC NameMust exactly match the actual PLC Name, including capitals. - IP Address/Host, TCP and PortDefines communication channelNOTE:1. IP Address &amp; Port MUST be a unique combination.2. Format: Incorrect 10.000.000.037 Correct 10.0.0.37. - Group NameTap to open the Group list.Add to Favorites: When checked, the PLC is added to the Favorites list as well as a Group. When finished, if desired, tap Check PLC Connection.Tap OK to save the PLC and return to Favorites.To delete a PLC, press and hold it to reveal the available options. *Adding Groups1. In the Favorites screen, tap &lt;=(left-facing arrow) to open Groups.2. Tap + to add a Group.3. Enter Group Name and Comment.4. Tap OK to add the Group.5. Tap &lt;= to return to Favorites.6. Tap More (three bars, upper right side of the screen) to Hide/Show the Application Bar. *Using Remote OperatorIn Favorites or Groups, a PLC marked with a green hand is active. Access it remotely by tapping it.During a session, your mobile screen displays the PLC&#39;s HMI panel, along with a red Application Bar.This Bar shows (from left to right):- Connected PLC name- Connection duration- Buttons:&gt; Switch modes: View Only /Full Control. Disable/enable buttons and touch properties on the HMI panel displayed on your mobile&gt; Set Refresh rate (seconds)&gt; Pause Remote session&gt; Exit Remote session **PLC InformationTo view /edit, tap i: PLC Communication- To edit details, tap fields; set View mode: View Only/Full Control.- Check the PLC Connection. PLC System Info- When connected:Tap Get PLC Information to view PLC OS data.- When not connected:Shows details of last session.PLC Location Info- Tap to enter data: location, contact details, comments, edit the PLCs group.- Delete PLC from Favorites: uncheck Add to Favorites. *Application SettingsTap More to show Application Bar if hidden, then tap Settings button.Startup Page: Remote Operator automatically loads/checks communications for all PLCs on Startup pageSharing Settings:1. Tap Share, follow instructions to send the file Share.unitronics.2. When Share.unitronics is received on the second device, tap to open it. Remote Operator opens the Share file.Remote Operator MUST be installed on the receiving device.",
